SeqId,NussinovFolderFolding Tns,
seq_240_74,16689700,
seq_240_75,16160300,
seq_240_76,22810100,
seq_240_77,16779600,
seq_240_78,30838400,
seq_240_79,27473900,
seq_240_80,25238600,
seq_240_81,27817800,
seq_240_82,23664700,
seq_240_83,24089300,
seq_240_84,17165800,
seq_240_85,16397500,
seq_240_86,23172500,
seq_240_87,18208800,
seq_240_88,17606300,
seq_240_89,17557900,
seq_240_90,17410600,
seq_240_91,23412100,
seq_240_92,16040800,
seq_240_93,15579500,
seq_240_94,17603300,
seq_240_95,29152700,
seq_240_96,18433700,
seq_240_97,17426500,
seq_240_98,16631500,
seq_240_99,26476400,
seq_250_0,
